,text,rate
4530,"Шустрый, быстрый, очень крепкий корпус (падал раз 5), приемлемая цена 15000, хорошие камеры, поддержка 5g. 
Классный и стильный внешний вид. Приятно держать в руке. Маловато ёмкость аккумулятора. Каждый вечер на ночь нужно ставить на зарядку. Хотя если только звонить, то хватит на гораздо дольше. Восторг от более чем полгода эксилуатации. Спасибо нокиа. Не подвели и не разочаровали. ",5
4531,"Хорошее железо , компактный , алюминиевый , тонкий  Минусов нет  В паре с IPad лучший телефон ",5
4532,"Пользовался айфоном 6, решил купить второй мобильный, остановился на моделей хонор 10. Пользуюсь 2 месяца честно сказать очень доволен, от айфона 6 рабо ает гораздо быстрее, меню почти как на айфоне. На форумах много кто обсирает хонор и Хуавей, но я скажу вам что хонор 10 не хуже айфона, но даже лучше за эти деньги (26000р) айфонине купишь, а плюсов больше к примеру чего стоит аккумулятор который держит весь день если даже зависаю в играй по 5 часов. Айфон 6, я не продал он у меня как второй телефон, но после хонора айфон как неполноценная игрушка))))) музыку качаю бесплатно альбомами с сайта zaec.ru. Всё реально удобно и без ограничений. Не то что на айфон даже с ***а музыку бесплатно в плеере не включишь(можно конечно через айтюнс но программа тяжёлая)  Пока не выявил Очень доволен пользуюсь 2 месяца ",5
4533,"По сравнению с моделями предыдущего поколения работает пошустрее! Приятнее тактильно, понравилась камера телефона, стойкий к воздействию воды. с аппаратами работающими на андройде сравнивать не имеет смысла!  Модель iPhone 8plus — “мистер стекло”!!! Если положить на неровную поверхность может свалиться, из-за этой причины есть небольшая царапина сверху экрана. Сам экран, да и корпус в целом, очень чувствителен ко всякого рода внешним воздействиям — поцарапать легко! Необходимы дополнительные расходы на защиту от внешних воздействий. Ранее был телефон другого производителя, модель iPhone 8plus по надежности корпуса и близко не стоит! По непонятным причинам, очень редко правда, происходит самопроизвольный нагрев изделия В целом аппарат понравился, менять пока не буду, если не будет существенных изменений, поскольку модели следующего поколения по моим впечатлениям сильно не отличаются! ",5
4534,"Аккумулятор, быстродействие Хрупкий Перешёл на Xr с 7+, так что буду сравнивать с ним. Легче, удобнее и симпатичнее своего металлического собрата. 
Одна камера снимает лучше пары линз на семерке. Нет приближения, не так сложно сделать пару шагов. Экран на том же уровне, хоть и ниже немного разрешением.
Телефон работает значительно быстрее, от загрузки и открытия приложений, до работы в фоторедакторе.
Брать или не брать личное дело каждого. Пока доволен)",4
4535,"Отличный дизайн. Биомптрические показатели  куча разных настроек, меню. Огромный экран, притом; что сам смартфон отлично лежит в руке. Восхитительные камеры. Потряспющая сьемка и днем и ночью в том числе fhd 60fps или 4к. Все таки слабовата батарея для такого то экрана. Изредка нек приложения нет нет да долго подгружаются. Нет настроек для левшей Супер впечатление очень практичный и стильный гаджет по дизайну он значительно  причтнее эппл. Всем кому поднадоели однотипные iPhone рекомендую.",5
4536,"Быстрый, энергоэффективный , красивый, не глючит пока нет Отличная модель за реальные деньги",5
4537,"Камера и дисплей супер Дисплей выгорает, андроид тормозит, надо иногда делать сброс настроек  Крутой телефон ",4
4538,Удобный бюджетный телефон Нет,5
4539,"Все Маленький, батарея заканчивается быстро, нет возможности качественного фото как на плюсах Хорошие",5
4540,Стиль Батарейка Классный телефон,5
4541,"Не широкий, удобно лежит в руке. Отличная камера. Стекляшка Супер",5
4542,хорошая батарея неплохая производительность сенсор часто реагирует на руку которой держу телефон и срабатывает не к месту. особенно бесит в играх  аппарат неплох но сверхчувствительность сенсора бесит ,4
4543,"Цена, аккумулятор , дизайн  Сенсорное меню  Пользуюсь honor 10, до того была 8ка, в течении 2х лет. Учитывая что прошло 2 года,  явной разницы  между 8 и 10 не нашел . В плане умной кнопки и удобства  пользования -8ка лучше будет. В плане  экрана -10 ка лучше. 
Не очень удобно расположено сенсорное меню, в которое часто печатая нажимаешь вместо пробела.  В целом телефон отличный. ",5
4544,Хороший Нет Класс,5
4545,"Плюс один,это экран и разрешение высокое Качество стало посредственным Разочарование
",1
4546,Классный дизайн отличные камеры хорошая автономность мощьное железо Покрывается мелкими царапинами непонятно от чего Купил не пожалел,5
4547,Нормальный телефон Пользуюсь телефоном уже полный месяц в последнее время в задней камере телефона внутри начали появляться скопления пыли и это очень сильно раздражает  ничего нового ,1
4548,"удобен в руке (купил самый простой силиконовый чехол) приятные краски экрана не смотря на жалобы других пользователей пользуюсь только сканером отпечатка пальца, привык сразу удобный эквалайзер звука быстрота работы просто космическая очень приятный дизайн приятный звук из динамика хорошие настройки видео да и в общем телефоном доволен как слон))) один, да и то, не недостаток... раза 2 в день заряжаю телефон, вот не хватает мне батареи на 3000 мАч)))) а... ну и цена конечно кусачая))) впечатления от телефона просто отличные! ",5
4549,"Достаточно качественный,хорошая камера,дешевле Самсунг,у меня Хуавей Нексус 6Р,достойное разрешение экрана,быстрая зарядка Своеобразное меню,хотя доходчивое,сожалею,что не потянул на Самсунг седьмой Хорошая моделька,хотя слышал,что каждый третий нексус 6р был заменен сервисом на модель пиксель",4
4550,"Отпечаток , чувствительность экрана и т д  Мощность батареи , экран темный чуть  Но телефон так себе не плохой телефон",4
4551,"Очень хороший процессор , идеальный дисплей , поддержка ночного режима  Маленький экран  Телефон- класс ????",5
4552,"Сам телефон и есть Плюс.Начиная от дизайна,качества и цены-особенно через год. Обновление до последнего андроида,предъидущий имал интересней и удобней интерфейс для фото Очень хорошо",4
4553,"Экран, оболочка, цена Камера, microUSB Общее впечатление очень даже положительное. Рекомендую. Следущий телефон тоже будет Xaiomi.",5
4554,У меня HUAWEI p30 отличные телефон под года пользования не пожилел что купил все нравится особенно камера топовая и дальше буду преобритать продукцию Huawei.  Нету  Безумные ,5
4555,"мало очень  нагревается и камера не работает  неоднозначные,много ошибок",3
4556,Супер!!! Недостатков нет!!! Супер телефон!!!,5
4557,"Экран, вес, размер, мощность, функционал. Всё супер - то, что я всегда хотел. Продолжительность работы. После официального обновления начал тормозить. После следующего обновления стал тормозить ещё больше. Чистки и удаление софта не помогли. Потом обновляться я перестал и, по хорошему, надо-бы обнулить систему. Как так внаглую можно умышленно замедлять работу устройства. Причём тесты могу и не показать, а когда работаешь, то лагает по полной. Аппарату года ещё нет, а в сервисе только руками разводят. В официальном сервисе после того как разбил экран заменили на другой, более маркий экран, - ну это уже другая история.",3
4558,"Соотношение ценакачество, камера Не выявлено За 10 месяцев пользования, телефон ни разу не заглючил, я его даже несколько раз пытался нагружать по максимуму, а ему ничего. Так же, телефон довольно крепкий. Я им открывал пиво, его выбивали из рук на кафель, несколько раз падал с рук на асфальт. Однажды я забыл ключи от шкафчиков в раздевалке на работе и я открыл телефоном эти двери. Я серьезно. Ради интереса я охлаждал его до +1 градуса и он продолжал работать без лагов. Сзади существенная вмятина, он стал кривым, но не смотря на это он продолжает нормально работать. В разъем для наушников и зарядки периодически могут набиваться катышки от карманов и тогда телефон не будет заряжаться, но решается либо продувкой воздухом под давлением, либо тонкой иголкой. Думаю, что этот телефон при должном использовании переживет ваших внуков. 
P.s. для перфекционистов: у 9го андроида кнопка &quot;home&quot; выглядит, как круг, а в круге закрашенный круг поменьше. Так вот, круг который поменьше находится не ровно по центру большого, а смещен немного вниз и вправо)",5
4559,"Не дорого, и на уровне Не было Рад)",5
4560,"Внешний вид, экран, звук в наушниках, сканер отпечатков, энергопотребление, скорость зарядки, плавность работы, фронтальная камера, NFC,  Звук из динамика, игровая производительность, хрупкая задняя панель.  Имиджевый, яркий телефон. Производительность звёзд с неба не хватает, но в повседневе достаточно. ",4
4561,"- камера;
- удобство использования;
- плавность работы;
- продуманность операционной системы;
 - отсутствие влагозащиты;
- медленный сканер отпечатка пальца;
- размер экрана. Лучший смартфон в категории до 20 000 рублей. Исправить минусы и будет лучший смартфон в принципе!",4
4562,ОЧЕНЬ ВЫСОКОЕ БЫСТОДЕЙСТВИЕ МАЛА ПАМЯТЬ  ТРУДНО ДОТЯНУТЬСЯ ПАЛЬЦЕМ ДО СКАНЕРА ВОСТОРГ,5
4563,"Отличный экран, телефон летает. Супер современный  Нет Самый лучший телефон ",5
4564,"Камера просто огонь, батарея тоже держит на ура несмотря на то что в среднем в день 7 часов экрана до ночи хватает Стекло на экране нужно сразу под защиту очень легко царапается Очень доволен перешёл на него с самса с8+ Который за 3 года превратился в лагающий кирпич",5
4565,"Камера, батарея держит день без заряда уже третий год, при эксплуатации постоянной в течении дня. Внешний вид отличный!   Андроид иногда тупит Просто невероятные. Цена и качество",5
4566,"Очень хорошая камера, индивидуализация почти всех элементов, хороший экран, ёмкая батарея и быстрая зарядка.  Если бы вибрационный отклик был как в айфоне - было бы шикарно Очень быстрый и вариативный. Год пользуюсь и не могу нарадоваться. Телефон шик. ",5
4567,"В январе 19'го потерял во дворе (выпал из кармана,когда толкал застрявшую машину), хватился не сразу. В марте жена увидела мой nokia торчащим из подтяявшего сугроба.Принесла домой,сняла крышку,просушила и...телефон жив здоров. Год прошел,работает и не тупит.Может повезло,учитывая то,что он был без какого-либо чехла. 8гб конечно маловато,и это,пожалуй,единственный минус достойный упоминания. Вот, выпустит nokia современный вариант 6300 обязательно куплю!",5
4568,"Удобно лежит в руке. Не тормозит, не тупит. Всё офигенно! Быстро работает TochID, с приходом новой iOS стал намного быстрее. За пол года эксплуатации никаких претензий нет вообще;) Для меня минусов нет. Всё супер! Шикарное устройство!!!",5
4569,"камера, довольно мощное железо, уже 10 андроид (китайцы даже miui 12.5 бета-тОстерам присылают на базе 11 андроида), быстрая зарядка, хорошая цена g90t мощный, греется серьёзно, прожорливый, батарейка тает быстрее чем ожидалось В целом хороший аппарат.",5
4570,"Очень хорошо все продумано в данной модели, размер удобный За один месяц использования минусов не выявил Отличная модель по цене и качеству",5
4571,"Да это один сплошной плюс Нет Все в нем идеально! Пользуюсь iPhone начиная с пятерки, был iPhoneХ, вот он мне не очень понравился, а 8 по всем критериям просто отличный телефон.",5
4572,"+Дисплей
+Звук
+Две камеры
+Производительность
+Дизайн
+Влагозащита -Глюки iOS
-Автономность
-Цена Пользуюсь Айфонами с 2011 года, всегда нравились их модели, этот небольшое исключение.
Десятка берет исключительно своим дизайном, камерой и т.д., В этом плане все прелестно, двойная Камера, режим портрета, стерео звук, и этот только часть. Купал телефон, был под водой пару раз - влагозащита очень важная вещь.
Однако, есть пробелы: программная часть - iOS скатилась. Есть глюки, раз в две недели телефон перезагружается, иногда тупит режим Портрета, приходится сбрасывать все Настройки раз в месяц. Автономность у телефона не совсем плохая, но ее недостаточно, еле хватает на один день. Цена - субъективный вопрос, лично для меня он немного переоценён, стоил бы на 20-30% дешевле - был бы идеалом.
Моя оценка - средняя 4.",4
4573,"Одни плюсы. Камера просто улёт, лучшая на данный момент. Сам телефон замечательный во всех сегментах, нисколько не жалею, что купил Нет Всем советую именно эту модель. Да и вообще любую продукцию этого производителя, делают реально для человека - качественно, недорого. Не то, что всякие огрызка да сама... ",5
4574,"У меня Huawei p 20 pro. Любимый смартфон из всех, что у меня был. Полностью сбалансирован. Есть всё необходимое. Когда взяла его в руки, сразу же в него влюбилась. А после использования вообще... Восторг!!! Камера, батарея, влагозащита... Вообщем плюсы для меня в этом устройстве, это само устройство.  Лично для моих требований их нет.  Очень удачная модель. Качественая сборка, отличная начинка, очень красивый внешний вид! Ни разу не пожалела о данном выборе, наоборот очень рада, что выбрала именно p 20 pro!!! Это первая покупка для меня данного производителя,когда наступит момент надобности менять устройство, выберу именно смартфон компании Huawei! P. S. Очень надеюсь, что сей момент наступит нескоро, т.к. очень люблю своего прошку!!! ",5
4575,"Цена - качество Много мелких недостатков,  особенно раздражает датчик выключения экрана при приближении к уху.  При втором вызове экран активируется и начинает жить своей жизнью.  Положительные в общем. ",3
4576,Одни плюсы минусов нет!!! Идеален во всем!!! Их просто нет Все супер!!!,5
4577,"Звук в наушниках, при условии качественной записи, оставляет все флагманы далеко позади.
Блютус 5.0 и процессор, передают звук по безпроводному в формате AptX HD.
Камера на уровне флагманов. Не выявил  Пользуюсь три месяца - никаких нареканий нет. Обновился до Орео. Стал ещё лучше.
Соотношение цена - приятные плюшки, пожалуй лучшее на сегодняшний день.",5
4578,"До s10e пользовался s5 лет так шесть и он устал, что меня с одной стороны огорчило, но с другой стороны всему приходит своё время. S 10e у меня пару месяцев и наюзгал только один как для меня и по сравнению с s5 это тупой голосовой набор на s10е плохо разбирает слова при произношении. А так s10е просто супер аппарат и камера класс да вообще шустрый и прикольный.  тупой голосовой набор и плохо разбирает слова при произношении хотя произносишь чуть ли не по слогам, что он понял что писать надо. ",5
4579,"Дисплей, камера, звук Сканер отпечатков сыроват  Смарт хороший",5
4580,"Хорошая скорость телефона,экран,быстрый сканер,интересная оболочка,дизайн,хороший звук,ну и аккумулятор на 4000! Камера в режиме видео(нет стабилизации) и шумодав портит все. Первый телефон из семейства Xiaomi. Впечатления положительные,особенно если учесть его стоимость!",5
4581,Все плюсы Нету минусов Вау,5
4582,"Красивый дизайн,  работает отлично замечаний пока нет.  Цена и качество соответствуют.  Мне нравится.  В комплекте нет чехла.  Телефон скальзкий так что чехол необходим.  Хорошие. Чехол можно и приобрести отдельно. ",4
4583,"Размер экрана, камеры, звук, не тормозит. Скользкий тип :) Классный телефон, всем устраивает. ",5
4584,"- Качество фотосъёмки. Данный фотомодуль сейчас в топ 3, конкуренты на рынке только Apple и Samsung - современная начинка, процессор, память оперативная и внутренняя. - форм фактор отличный, не лопата, лежит в руке идеально. Удобное расположение кнопок. - большой экран - молниеносная разблокировка экрана по сенсеру отпечатка пальца - быстрый перенос данных (качал с Samsung) и даже настройки приложения при переносе сохранил (пароли и пр.) Браво. - ёмкий аккумулятор на 4000 ампер позволяет не такскать на работу зарядку. - покрытие такое, что отпечатков не остаётся, но вот пыль прилепает (статика что ли), но её можно легко сдуть Перешел на этот аппарат с Samsung S7 edge, через пол часа захотел Honor сдать обратно и почти получилось, но маленькая царапинка в 1 микрон (как этот продавец её заметил) не позволила сдать аппарат обратно, ну что ж думаю буду пользоваться. 1) В сравнении с линейкой S от Samsung интерфейс показался мне по детски простым, и если в общих чертах, то конечно видна разница. Это как BMW 1 серии и BMW 7-й, оболочка Samsung. Но тем не менее настроек достаточно для неискушенного пользователя (всё таки BMW 1 серии то у нас с двигателем как у семёрки))) ) и в один вечер исследую смартфон я за пару часов кастомизировал его под себя. 2) Когда стоишь на месте яндекс навигатор бывает пересчитывает маршрут, то ли навигационный модуль слишком чувствительный то ли в настройках дело, то ли просто аппарат шустрее. 3) Пару раз было зависание на 2 секунды, возможно следующая прошивка исправит. В общем после третьего дня использования и настройки под себя привык к аппарату, так как будто давно с ним хожу. Первое конечно я сразу по достоинству оценил его быстроту работы, а в сравнении с S7 он быстрее грузит ёмкие приложения, тот же самый навигатор реально работает быстрее. А взял его на прогулку в живописное место за город, ммм, это песня ребята. Такие фотки делает, встроенное ПО различает типы пейзажа, ночь, облака, солнце и т.п. Портретный режим здесь как надо. Ночью его светосила вытягивает и делает такие снимки. В общем, как итог передумал его продавать и считаю этот девайс по своим характеристикам просто идеальным вариантом для тех кто хочет делать классные фотки, кому важна автономность работы и большой объём память. 256 Гб! 8 Гб оперативки, да у меня на работе комп и то проще. С ума сойти, где ещё такое по цене в 30000 руб найдёшь. Cубъективно моё мнение Китай умело воспользовался возможностями и сейчас делает конкурентные сверхсовременные смартфоны. Это TOP. Берите",5
4585,"Дизайн, материал корпуса, дисплей, толщина, звук, скорость работы, камера, функция бози.. Чуть меньше бы рамки сверху и снизу, на камеру тяжело сделать четкий снимок. больше нет минусов Идеальный смартфон, всем доволен!",5
4586,"Их нет и быть не может Купил данный девайся ни сколько потраченных денег.Справляется с любыми поставленными задачами.Камера просто сказка,особенно в ночной режим.Тем более занимает 10 лидеров по производительности 305 000 баллов в антуту.",5
4587,"Нереально быстрый, лучшая оболочка на данный момент, неплохая камера, прекрасный экран, производительность впечатляет, приятная глазу челка, а кому не нравится, легко отключить, управление жестами вместо кнопок просто гениальное и невероятно удобное Изначально китайская оболочка и придется немного заморочиться чтобы поставить OOS, странно работает модем, но тут возможно грехи самих приложений, жесты на экране по прежнему заглатывают, медленная передача данных, это нонсенс даже для 2к17 Почти идеальный аппарат, если бы не 2.0 usb type c, и рабочие наэкранные жесты, цены бы не было, iPhone X's и X's max хуже в разы чем 1+6",5
4588,Дизайн  красивый. Навороченный. Камера хорошая.  Цена неадекватная. Красная цена этому смартфону 35000 рублей.  Приятно держать в руках. Хороший экран. Но из-за высокой цены не рекомендую. ,5
4589,"Радует камера с цейсовской оптикой. Ну и нравилась всегда компания Нокиа. Через полгода начал давать искажёния динамик,почти не слышно ничего когда говоришь по тел В целом понравился телефон. Если бы не этот гарантийный случай конечно. А так все Гут. Камера, дизайн, быстродействие",4
4590,"Шустрый телефон, удобный Глючная компания, постоянно доставляют проблемы своим пользователям при обновлении, то массово перестают активироваться телефоны, то сеть теряют ... Ценник конь на трубки, причем необоснованный. Не стоит своих денег, очень много куда круче телефонов в этой ценовой политике ...",1
4591,"Быстрая зарядка за 30 мин берет заряд до 60-70 процентов. Полная зарядка хватает на 2 дня разговоров и юзания по инету.Очень мощная двойная основная камера 16+20 мп, как для фото, так и для 4К видео.  Камера фронтальная на 16 мп очень чувствите-льная, и нет стабилизации. После 100 грамм уже фото замыленные получаются В целом достойный аппарат за свои деньги. Покупкой доволен",5
4592,"Хороший корпус, крепкий. Хороший звук при передаче на Bluetooth-колонку. Отличное качество связи - там где не ловит Хуавей, по Нокии можно вполне нормально говорить.   Медленная разблокировка по отпечатку. Слабая фронтальная камера. Медленный в сравнении с китайцами в этой же ценовой категории.  Соскучился по старой доброй Нокии. Купил, поигрался пару месяцев. И вновь ушел с этого телефона на другую марку.  Камера так себе. Фронтальная вообще слабая. Тормознутый. Что  радовало - так это корпус. Ощущение чего-то крепкого. Хорошее стекло.  И связь понравилась - после Хуавея ощутил разницу в плоходоступных для МТС местах. Там где связь хорошая - разницы нет.  Медленный сканер отпечатка, это удивило.  При передаче звука на колонку есть низы (опять же сравниваю с Хуавеем примерно той же стоимости, где их вообще нет, несмотря на заявленные &quot;технологии&quot;), приятнее слушать музыку.  Ключевой для меня недостаток именно этой модели Нокии - это слабая камера и невысокая скорость работы аппарата. ",3
4593,"Iphone Не разницы по сравнению с iphone 7 Тоже самое, как семеркая",4
4594,"Экран очень яркий, но это Супер Амолед. Очень живучий, аккумулятор 4500 это супер ещё. Характерная менюха, немного нужно привыкать. Все отлично.",5
4595,"шустрый на сколько это можно было проверить в салоне связи, экосистема большой плюс. сильно смутила камера смотрел PROшку. фото в салоне. хотел взять но при равных технологиях и не критических неудобствах взял Андройда. Хуявэя. Доволен как слон, экран больше 2 симки (критично!) возможность расширения памяти до 512гб. (и не зажат в свободе творчества ) а функционалом подобен айфону. ",2
4596,"Владею Самсунг с 8 Плюс с апреля по ноябрь 2017.
Размер и качество экрана, 
Быстродействие ( и то стало подтупливать уже)
Качество фотоснимков,
Батарея, больше в плюс, чем в минус.
Программная поддержка, часто ,что- то, да обновляется.
 Как и многие отмечу, бесполезный датчик отпечатка пальца и сканер роговицы. Особенности их срабатывания заставили от них отказаться. Один неудобно раасположен и медленно, второй неудобно в машине, медленный
Пользуюсь по старинке - пин кодом, иногда срабатывает датчик разблокировки по лицу.
За них ведь платишь,  а они бесполезны, ерундистика вообще.
- бесполезная кнопка биксби.
- оперативки вроде много, а забита всяким хламом, из 4ех гигов доступно 1.3 - 1.4. и снова бестолковые цифры в релизах, работают ведь другие телефоны  500 и 700 мб под системой и ничего;
- батарея: и в достоинствах и в недостатках, лучше  чем у других, но хотелось бы побольше, а не заряжать порой по два раза в день Хорошее впечатление, если сразу &quot;включить&quot; снисходительность, и принять то ,что нет телефона без недостатков,  пусть и стоит это почти 60000 рублей. Но покупать его за такие деньги, при том что есть откровенно бесполезные вещи ( датчики и кнопки), захламленность оперативки гомном всяким спонсорским, не советую.
К приобретению при снижении стоимости, хотя бы до 40, рекомендую.

",4
4597,Дизайн Батареи хватает не надолго .динамик полетел через неделю. Кран царапается моментально. Я им пользуюсь 3 месяца и пожалела что купила  Не советую,1
4598,"Производительность, экран, батарея, камера, внешний вид, удобство использования Не обнаружил Самое приятное.",5
4599,"Экран, автономность, производительность, ОС, звук, камеры, внешний вид. Нет Великолепный телефон, идеальное сочетание цены и качества.",5
4600,устойчивая связь даже при слабом сигнале.Приличная камера.При интенсивном использовании хватает аккумулятора с утра до позднего вечера.Практически нет глюков. маленький выбор чехлов и защитных пленок на экран Надежен,4
4601,"Производительность, отличная камера, быстрая зарядка, ёмкая батарея, встроенная память 128 Гб с возможностью расширения с помощи флешки ещё на 256 Гб, соотношение цены и качества Не обнаружено Всем советую, классный аппарат за свои деньги",5
4602,"хороший кнопочный флагман не то что щас делают клоны все на одно лецо)))) минусов и косяков нет хороший смартфон работает безотказно если бы их выпускали,купил бы всей семье ",5
4603,"Яркий экран, громкий динамик, цена Размер, TouchID не всегда срабатывает. Хороший смартфон)",4
4604,"Их мало, но надеюсь фонарик ещё работал когда я тестил настоящий. Смешной. Трёхкамерный с лампой Lux на 120. Корпус из неанодированного алюминия не покрытый селиконом, две камеры (у поддельного), вместо трёх, псевдоэкранный сенсор, карту памяти не вставишь, говорят их не китайцы програмируют, и отказываются возвращать деньги покупателям, за это... Лучше бы его делали не американцы, я был о них лучшего мнения. Хотя сам Стивен Джобс когда то совершал ошибки, потому что в Тибете он искал не тех знаний и не знал Ошо незабвенного великого и мудрого. Быть революционером и грызть грызеное яблоко в которое скончалисъ старые пердуны, всё равно что удалить себе рёбра и отгрызть пенис до попадания языком в жопу промахнувшись анусом. И всё та же фирменная Retina, не хуже опытного мастера БДСМ опустит зрение на пару пунктов, а так мазохистам понравится.",1
4605,Супер.  Нет.  Отличный телефон. ,5
4606,"Huawei P30 Pro 8256.

Всё супер Андроид  Хорошие от аппарата впечатления ",5
4607,все отлично не глобалка сверхесстесственный телефон,5
4608,"большой красивый и удобный  боюсь разбить стекло на задней панели, без чехла не походишь отлично. пользуюсь полтора года, без лагов",5
4609,"Для тех,кто любит большой экран,этот смартфон для вас! Влюбилась с первого взгляда! Конечно,прежде чем купить,перелопатила весь интернет, прочитала ни один десяток отзывов,и решила- беру! Ценовая категория разная,я купила за 14т.р. Ни нашла ни одного минуса!  Моделью о-очень довольна! Сын пользуется этой моделью уже больше года, я только 2 месяца, но поверьте,как только я ЕГО взяла в руки, выпускать уже не захотелось! Если,кто ищет достойный смартфон, покупайте,не пожалеете! ",5
